												
Year	Date Event Began	Time Event Began	Date of Restoration	Time of Restoration	Area Affected	NERC Region	Alert Criteria	Event Type	Demand Loss (MW)	Number Affected		
2020	2020-09-08	9:50	2020-09-08	10:56	Michigan: Ingham County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	265	0		
2020	2020-09-09	22:16	2020-09-11	8:17	Minnesota: Sherburne County;	MRO	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-09-09	11:22	2020-09-09	13:04	Idaho:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Natural Disaster	0	0		
2020	2020-09-15	15:04	2020-09-15	15:37	North Dakota: South Dakota: Montana:	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-09-16	7:00	2020-09-18	6:00	Florida: Escambia County;	FRCC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-09-16	2:09	2020-09-16	2:20	Maine: Oxford County;	NPCC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2020	2020-09-23	12:00	2020-09-23	13:00	New Jersey:	RF	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2020	2020-10-02	19:30	2020-10-04	6:30	Virginia: Hanover County;	SERC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-10-09	10:44	2020-10-09	22:25	Colorado:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-10-10	23:10	2020-10-10	23:15	Washington: Oregon:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-10-10	8:05	2020-10-10	12:00	Oregon: Clackamas County;	WECC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-10-12	4:06	2020-10-12	4:07	Florida: Polk County;	FRCC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-10-15	23:43	\N	\N	Washington: Walla Walla County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2020	2020-10-15	16:50	\N	\N	Michigan:	RF	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-10-16	14:00	2020-10-16	16:00	Kentucky:	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	62	0		
2020	2020-10-20	18:48	2020-10-20	18:49	Illinois: Massac County;	SERC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-10-22	8:00	2020-10-22	8:01	Idaho:	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-10-22	22:48	2020-10-22	23:34	Florida: Pinellas County;	FRCC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-10-25	3:25	2020-10-25	3:45	Wisconsin: Milwaukee County; Michigan:	MRO	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Suspicious Activity	0	0		
2020	2020-10-26	10:00	2020-10-26	10:15	Kentucky:	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	64	0		
2020	2020-10-29	11:58	2020-10-29	13:10	Maine:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-11-01	12:31	2020-11-01	12:35	California: Placer County;	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-11-02	11:12	2020-11-02	11:21	Florida:	FRCC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-11-07	17:40	2020-11-07	22:10	Colorado:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-11-09	12:00	2020-11-10	9:45	New Hampshire: Coos County;	NPCC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2020	2020-11-10	10:42	2020-11-10	12:45	Arizona: Maricopa County;	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-11-13	0:20	2020-11-13	8:00	Washington: Snohomish County;	WECC	Cyber event that could potentially impact electric power system adequacy or reliability.	System Operations	0	0		
2020	2020-11-14	7:40	\N	\N	California: San Bernardino County;	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability.	Fuel Supply Deficiency	0	0		
2020	2020-11-18	8:30	2020-11-18	10:50	Missouri: Jackson County;	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-11-18	10:20	2020-11-18	11:18	Maine:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-11-23	5:50	2020-11-23	7:27	Wisconsin: Dane County;	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-11-30	14:33	2020-11-30	17:20	Texas: El Paso County;	TRE	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2020	2020-12-03	9:01	2020-12-03	9:03	Colorado:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	89	0		
2020	2020-12-06	9:45	2020-12-06	17:00	Pennsylvania:	RF	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-08	9:43	2020-12-08	10:33	Michigan: Wayne County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-09	13:20	2020-12-09	14:30	Missouri: Kansas:	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-10	16:30	2020-12-12	5:00	Washington: King County;	WECC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-11	22:51	2020-12-11	23:57	Texas: Harris County;	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-14	11:00	\N	\N	Idaho: Oregon:	WECC	Cyber event that could potentially impact electric power system adequacy or reliability.	Cyber Event	0	0		
2020	2020-12-14	17:01	2020-12-14	17:34	California:	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-14	1:30	\N	\N	New Jersey: Pennsylvania: Maryland: Illinois: Delaware: District of Columbia:	RF	Cyber event that could potentially impact electric power system adequacy or reliability.	Cyber Event	0	0		
2020	2020-12-17	16:19	2020-12-17	16:57	Michigan: Wayne County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2020	2020-12-18	6:34	2020-12-18	9:51	Oregon: Clackamas County;	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-12-20	5:06	2020-12-20	5:22	California: Los Angeles County;	WECC	Cyber event that could potentially impact electric power system adequacy or reliability.	Cyber Event	0	0		
2020	2020-12-25	3:51	2020-12-25	3:52	California:	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2020	2020-12-25	18:51	2020-12-25	19:24	Ohio: Kentucky:	RF	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2020	2020-12-28	17:31	2020-12-29	13:31	Virginia:	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-01-01	7:04	2021-01-01	7:05	California: Alameda County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-01-13	13:05	2021-01-13	13:06	Georgia: Houston County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-01-15	17:48	2021-01-15	18:55	Missouri:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-01-18	14:07	2021-01-18	14:42	Connecticut:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-01-21	0:00	2021-02-03	16:55	Texas: Louisiana: Arkansas: Pulaski County; Mississippi:	TRE	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-01-23	7:45	2021-01-23	8:00	"California: Placer County, Nevada County;"	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	45	0		
2021	2021-01-27	12:30	2021-01-27	16:18	New Hampshire: Hillsborough County;	NPCC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-01-28	10:15	2021-01-28	16:46	New Hampshire: Hillsborough County;	NPCC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-02-05	9:43	2021-02-05	11:19	Arkansas: Arkansas County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-02-06	6:50	2021-02-06	14:43	Ohio: Kentucky:	RF	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-02-07	6:57	2021-02-07	7:34	Texas: Cameron County;	TRE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-02-08	7:04	2021-02-08	14:10	Minnesota: St. Louis County;	MRO	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-02-08	18:19	2021-02-08	18:29	New Hampshire: Hillsborough County;	NPCC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-09	13:00	2021-02-10	14:21	Oregon: Tillamook County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-02-09	10:51	\N	\N	North Carolina:	SERC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-02-11	19:21	2021-02-11	21:20	Colorado: Morgan County;	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-02-11	13:00	\N	\N	Kansas:	MRO	Fuel supply emergencies that could impact electric power system adequacy or reliability.	Fuel Supply Deficiency	0	0		
2021	2021-02-14	20:32	\N	\N	Nebraska: Lancaster County;	MRO	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.	Severe Weather	0	0		
2021	2021-02-14	18:00	2021-02-16	22:00	Missouri: Jasper County;	SERC	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.	Severe Weather	0	0		
2021	2021-02-15	16:00	2021-02-15	18:34	Texas: Travis County;	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-15	7:00	2021-02-18	9:00	Oklahoma:	MRO	Fuel supply emergencies that could impact electric power system adequacy or reliability.	Fuel Supply Deficiency	0	0		
2021	2021-02-15	9:10	\N	\N	Texas: Randall County;	TRE	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.	Severe Weather	0	0		
2021	2021-02-16	17:45	2021-02-16	19:15	Texas: Travis County;	TRE	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-16	23:28	\N	\N	Texas:	TRE	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-16	10:20	2021-02-16	13:20	Oregon: Multnomah County;	WECC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-16	7:00	\N	\N	New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:	RF	Cyber event that could potentially impact electric power system adequacy or reliability.	Cyber Event	\N	0		
2021	2021-02-17	10:30	2021-02-17	18:04	North Carolina:	SERC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-02-17	6:38	2021-02-17	8:37	Texas: Travis County;	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-19	21:00	2021-02-20	13:00	Texas:	TRE	Cyber event that causes interruptions of electrical system operations.	Cyber Event	\N	0		
2021	2021-02-19	12:01	2021-02-19	12:41	New York: Broome County;	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-02-27	6:02	2021-02-27	9:51	"Oregon: Multnomah County, Clackamas County;"	WECC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	\N	0		
2021	2021-02-28	12:42	2021-02-28	13:22	Texas:	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-03-01	10:06	2021-03-09	12:00	New York: Greene County;	NPCC	Cyber event that could potentially impact electric power system adequacy or reliability.	Cyber Event	0	0		
2021	2021-03-01	13:06	2021-03-01	13:07	Texas: Nueces County;	TRE	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-03-02	13:03	2021-03-02	13:38	Kentucky:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-03-05	14:30	2021-03-05	15:00	Indiana: Hamilton County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-03-08	4:36	2021-03-08	4:37	Washington: Yakima County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-03-08	8:54	2021-03-08	8:55	Oregon: Multnomah County;	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-03-11	8:10	2021-03-11	13:00	Washington:	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-03-19	8:59	2021-03-19	10:04	Maine:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-03-21	4:01	2021-03-22	9:37	Minnesota: Hennepin County;	MRO	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-03-29	10:30	\N	\N	New Mexico:	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	\N	0		
2021	2021-03-30	16:18	2021-03-30	20:21	Texas: Hidalgo County;	TRE	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-04-06	8:49	2021-04-06	8:50	Florida: Alachua County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-04-07	17:42	2021-04-07	22:09	Ohio: Lake County;	RF	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-04-07	10:18	2021-04-07	11:20	Texas:	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-04-08	4:51	2021-04-10	20:00	California:	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-04-09	13:20	2021-04-10	0:40	Texas: Denton County;	TRE	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-04-12	0:44	2021-04-12	17:45	Colorado: Larimer County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Actual Physical Attack	0	0		
2021	2021-04-13	9:00	2021-04-13	10:00	Texas: Cameron County;	TRE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-04-13	16:49	2021-04-13	20:30	Texas:	TRE	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.	Severe Weather	0	0		
2021	2021-04-13	0:37	2021-04-13	4:19	Wisconsin: Eau Claire County;	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-04-14	10:19	2021-04-14	11:39	District of Columbia: Delaware: Maryland: New Jersey: Pennsylvania:	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-04-21	20:31	2021-04-21	21:35	Minnesota: Dakota County;	MRO	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-04-21	13:13	2021-04-21	14:10	Texas: Travis County;	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-04-22	16:43	2021-04-22	17:14	Wisconsin: Dane County;	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-04-22	5:15	\N	\N	California:	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability.	Fuel Supply Deficiency	0	0		
2021	2021-04-24	22:08	2021-04-24	23:41	Texas: Cameron County;	TRE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-04-25	8:20	\N	\N	Tennessee: Davidson County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-04-26	11:18	2021-04-26	13:00	Maine: Kennebec County;	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-05-02	19:58	2021-05-02	20:22	New Hampshire: Hillsborough County;	NPCC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-05-03	11:21	2021-05-03	11:53	Oklahoma: Oklahoma County;	MRO	"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
 continuous minutes or more."	System Operations	0	0		
2021	2021-05-03	7:52	2021-05-03	7:53	South Carolina: Cherokee County;	SERC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-05-05	11:50	2021-05-08	11:50	Michigan: Huron County;	RF	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-05-06	17:00	2021-05-06	17:15	Missouri: Jasper County;	SERC	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.	System Operations	0	0		
2021	2021-05-10	2:28	2021-05-10	3:21	Pennsylvania:	RF	"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
 continuous minutes or more."	System Operations	0	0		
2021	2021-05-10	12:17	2021-05-10	12:54	"Indiana: Vanderburgh County, Warrick County, Posey County, Daviess County, Gibson County, Knox County, Spencer County;"	RF	"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
 continuous minutes or more."	System Operations	0	0		
2021	2021-05-11	23:01	2021-05-12	8:29	Texas: Kinney County;	TRE	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-05-11	9:32	2021-05-11	10:38	Wisconsin: Iowa:	MRO	"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
 continuous minutes or more."	System Operations	0	0		
2021	2021-05-14	22:00	2021-05-17	6:00	Idaho:	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-05-14	8:30	2021-05-14	16:00	Pennsylvania: Montgomery County;	RF	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-05-18	12:15	2021-05-18	20:18	Delaware: New Castle County;	RF	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-05-20	7:25	2021-05-20	7:26	California: Imperial County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-05-24	13:14	2021-05-24	13:15	Utah: San Juan County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-05-25	12:56	2021-05-25	13:41	Ohio:	RF	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-05-27	18:51	2021-05-28	15:56	California: Nevada:	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-05-27	0:05	2021-05-27	0:45	Oregon: Multnomah County;	WECC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-05-28	22:13	2021-05-28	23:34	Minnesota: St. Louis County;	MRO	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-06	14:57	2021-06-06	16:00	Indiana: Clay County;	RF	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	\N	0		
2021	2021-06-07	13:26	2021-06-07	13:27	"Texas: Somervell County, Ellis County;"	TRE	"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."	Generation Inadequacy	1435	0		
2021	2021-06-07	15:19	2021-06-07	18:22	New Mexico: San Juan County;	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-08	15:00	2021-06-08	15:01	Texas: Liberty County;	TRE	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-06-09	19:09	2021-06-09	20:50	New Mexico: San Juan County;	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-11	3:26	2021-06-11	3:48	South Dakota: Brown County;	MRO	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Severe Weather/Transmission Interruption	0	0		
2021	2021-06-14	2:10	2021-06-14	2:11	Utah: Salt Lake County;	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-06-15	11:30	2021-06-15	13:35	Kansas: Wyandotte County;	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-16	4:10	2021-06-16	6:39	Maine:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-16	10:25	2021-06-16	15:16	Florida: Alachua County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2021	2021-06-21	15:50	2021-06-21	16:50	Arkansas: Benton County;	SERC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2021	2021-06-23	15:47	2021-06-23	16:44	Missouri: Boone County;	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2021	2021-06-24	7:07	2021-06-24	13:48	Washington: Kittitas County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2021	2021-06-28	11:22	\N	\N	North Carolina:	SERC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-07-04	15:33	2021-07-04	20:32	Washington: Chelan County;	WECC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Natural Disaster	0	0		
2021	2021-07-05	5:32	2021-07-05	8:58	New York:	NPCC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2021	2021-07-05	14:04	2021-07-05	14:41	Ohio: Kentucky:	RF/SERC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	Transmission Interruption	0	0		
2021	2021-07-07	0:02	2021-07-07	0:20	Florida: Polk County;	SERC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	450	0		
2021	2021-07-08	17:01	2021-07-08	17:24	New York:	NPCC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Severe Weather/Transmisison Interruption	0	0		
